"recipe_id","flavour_id","ingredient_id","quantity_grams","heat_process"
6,73,17,924265,""
41,332,291,6042,"Steaming"
12,180,247,806885,""
88,219,234,895905,""
33,44,176,13809,""
3,228,169,700439,""
35,424,91,891357,"Steaming"
93,454,73,119720,""
6,453,186,543518,"Steaming"
33,50,91,501396,"20°C for 60 min"
24,362,126,179909,"Freezing for 20 min"
97,356,56,253139,"70°C for 10 min"
32,151,271,647339,"70°C for 10 min"
9,483,69,773338,"20°C for 60 min"
73,117,259,918579,""
81,219,51,393230,""
98,112,65,574348,""
18,414,264,485107,"50°C for 10 min"
65,342,107,273949,""
100,204,102,553345,""
89,160,245,658279,""
4,473,49,210381,""
90,234,52,860783,""
15,25,168,51483,""
33,44,21,615711,""
75,186,212,659119,""
23,428,260,755371,""
49,424,67,336067,"Freezing for 20 min"
35,1,125,3418,""
23,421,74,717995,"50°C for 10 min"
81,305,108,734474,"70°C for 10 min"
25,477,143,65659,""
15,45,163,869156,""
4,456,64,807541,"Steaming"
79,316,10,415732,"Freezing for 20 min"
35,435,263,851410,""
95,355,53,568573,""
58,129,120,79987,"50°C for 10 min"
42,432,183,999496,""
48,228,14,844893,""
81,197,32,241241,""
64,355,205,273560,"50°C for 10 min"
22,402,51,94357,"50°C for 10 min"
37,72,157,582687,""
78,225,168,536957,"Freezing for 20 min"
8,112,165,851257,""
76,60,123,968849,"Steaming"
3,488,136,744003,""
78,239,254,9354,""
68,110,89,136124,""
5,82,112,586357,""
91,183,242,168503,"20°C for 60 min"
56,448,169,512512,"50°C for 10 min"
75,335,49,35782,"Steaming"
36,178,6,286085,""
32,113,143,641571,""
65,467,240,727997,""
2,354,2,661490,"Steaming"
22,493,218,230759,"50°C for 10 min"
28,240,281,636078,""
5,104,22,927269,"50°C for 10 min"
13,373,45,375648,"20°C for 60 min"
10,35,47,295822,""
41,175,239,365067,""
47,198,238,408554,""
65,133,67,316032,""
99,385,154,164841,""
14,334,86,657074,"Freezing for 20 min"
95,43,215,411118,""
83,195,282,939423,""
31,227,168,34988,""
82,246,288,804382,""
13,184,11,595107,"Steaming"
7,172,67,341499,"20°C for 60 min"
79,470,117,159225,"70°C for 10 min"
62,336,185,998688,""
55,435,91,932182,""
5,184,160,235870,""
54,227,207,730667,""
54,198,21,739019,""
29,357,205,430969,""
57,167,71,986000,""
46,206,150,50674,""
70,120,37,727837,"70°C for 10 min"
86,310,11,609881,""
30,15,135,81741,""
38,153,45,438595,"50°C for 10 min"
3,469,79,79453,"20°C for 60 min"
95,190,176,871048,""
69,417,195,972794,"Steaming"
19,183,131,274918,"Steaming"
60,93,222,75958,""
56,380,256,200439,""
4,134,113,337166,"70°C for 10 min"
76,426,41,558025,""
20,63,290,943512,"70°C for 10 min"
60,377,196,979416,"Freezing for 20 min"
99,295,108,196365,""
57,418,217,680878,""
85,6,190,461899,"50°C for 10 min"
62,57,135,230347,""
40,321,128,503174,""
48,272,275,992798,""
91,353,97,657509,""
77,144,209,359329,"Freezing for 20 min"
34,285,152,757034,""
78,267,293,609863,"70°C for 10 min"
36,442,107,959320,""
94,1,251,697021,"Steaming"
61,137,282,382355,""
15,73,219,400604,""
97,487,186,377197,""
15,75,281,817505,""
41,102,186,571396,""
50,163,7,503028,""
71,436,193,537109,"50°C for 10 min"
59,294,262,752167,"70°C for 10 min"
36,15,72,923035,""
49,434,112,866638,"Freezing for 20 min"
32,237,53,741322,""
87,321,127,712975,"Freezing for 20 min"
1,86,255,682983,""
4,274,127,997337,"70°C for 10 min"
11,449,274,629272,""
23,377,225,432526,""
72,359,157,525024,"Freezing for 20 min"
64,435,271,421448,""
64,166,86,406502,""
61,224,118,213852,"Steaming"
89,110,221,39032,""
1,389,212,829834,""
46,290,197,876785,""
46,420,189,208664,""
67,188,17,400021,""
45,114,146,971680,""
71,443,151,355194,""
11,411,123,6004,"70°C for 10 min"
59,320,108,618568,""
19,496,134,705582,"70°C for 10 min"
63,101,272,98450,"Freezing for 20 min"
43,333,181,266342,""
6,107,98,200142,""
27,368,255,377655,""
18,302,217,565155,""
47,479,190,92300,""
9,48,160,58151,""
44,283,275,596558,"20°C for 60 min"
82,459,129,706390,""
35,406,112,799927,"70°C for 10 min"
91,438,260,242218,""
69,50,141,40634,""
81,496,172,8148,"Freezing for 20 min"
52,81,227,439499,""
64,317,241,691406,""
79,183,298,629150,""
66,364,130,524826,""
25,38,200,405319,""
81,130,38,259640,"20°C for 60 min"
1,131,104,762093,"20°C for 60 min"
4,12,296,748138,"50°C for 10 min"
64,447,206,315308,""
75,78,76,251610,""
19,147,181,978638,""
87,177,184,265274,"70°C for 10 min"
66,213,24,382507,""
92,175,29,248550,""
12,434,213,424652,""
100,406,179,804825,"20°C for 60 min"
65,256,147,602142,""
46,294,182,576721,""
36,318,1,152020,""
90,371,17,291611,"50°C for 10 min"
97,316,269,401276,""
35,335,65,29373,"70°C for 10 min"
75,171,229,497345,""
6,41,109,320084,"50°C for 10 min"
51,408,55,510597,""
7,378,233,493729,""
75,367,42,666916,""
10,434,253,282013,""
14,33,158,277328,""
11,280,78,34363,""
54,60,92,206779,"Freezing for 20 min"
93,219,246,367798,""
49,272,231,748138,""
54,59,221,80215,"Steaming"
91,391,114,961662,""
64,302,149,757507,"50°C for 10 min"
15,285,61,558296,"Steaming"
45,214,165,272675,""
56,175,61,519550,""
60,405,194,531448,"Freezing for 20 min"
15,263,5,378493,""
19,161,92,542595,""
66,215,103,490074,"20°C for 60 min"
10,222,9,523930,""
18,141,201,323914,"Steaming"
15,389,238,769272,"Steaming"
5,417,257,430145,""
50,238,15,733344,"20°C for 60 min"
94,63,52,752960,"20°C for 60 min"
13,4,236,854782,"Freezing for 20 min"
48,287,5,617857,""
80,123,93,746368,"70°C for 10 min"
37,92,80,324837,""
26,453,257,710876,"20°C for 60 min"
91,414,91,247505,"Freezing for 20 min"
15,237,94,101402,"70°C for 10 min"
99,298,254,363174,"50°C for 10 min"
97,472,268,462036,"20°C for 60 min"
83,169,247,818298,"20°C for 60 min"
62,131,221,38727,""
2,250,124,490807,"Freezing for 20 min"
28,442,68,2403,""
41,447,48,340660,""
66,194,68,886826,""
29,487,134,870209,""
28,385,223,238632,""
53,100,149,982193,"70°C for 10 min"
43,394,29,968889,""
2,395,187,575333,""
53,287,159,560547,"20°C for 60 min"
14,281,109,922638,""
80,175,157,329712,"70°C for 10 min"
18,298,184,501984,"20°C for 60 min"
19,157,210,430328,""
37,411,83,238663,"50°C for 10 min"
52,26,191,46677,""
97,176,268,196899,"Freezing for 20 min"
86,99,297,210083,"20°C for 60 min"
74,41,90,233215,""
56,446,65,356331,"70°C for 10 min"
8,276,104,735428,"70°C for 10 min"
