"recipe_id","flavour_id","ingredient_id","quantity_grams","heat_process"
3,255,258,737457,""
92,200,110,35667,""
65,256,147,836014,"50°C for 10 min"
20,279,167,873932,""
63,195,146,355682,""
63,182,51,881546,"20°C for 60 min"
64,259,8,415415,""
59,91,210,670837,""
40,145,101,380569,""
6,107,232,239044,""
78,267,42,595860,"50°C for 10 min"
62,308,151,671082,"50°C for 10 min"
74,9,99,638969,"50°C for 10 min"
17,262,60,940968,"70°C for 10 min"
59,205,78,480141,""
35,494,125,367378,""
46,430,193,672516,"50°C for 10 min"
49,194,105,754265,""
60,284,230,935181,""
11,70,218,799576,""
49,81,148,731918,""
19,183,219,241531,""
69,82,278,719604,""
61,373,87,921768,""
60,93,222,618591,""
49,371,16,780178,"70°C for 10 min"
89,411,162,763733,""
75,43,170,923630,"Steaming"
75,47,47,939758,""
7,65,53,779514,"70°C for 10 min"
72,265,291,397552,"Steaming"
90,471,174,765335,""
72,205,221,935822,""
49,81,299,402985,""
72,331,83,547890,""
46,269,268,150635,""
91,496,127,774597,""
72,220,145,399384,""
43,327,228,832825,""
84,12,167,579086,""
17,410,119,748863,""
25,13,82,656067,""
12,97,177,661407,"Steaming"
19,440,20,917078,""
34,197,146,270493,""
97,180,257,325470,"20°C for 60 min"
56,414,91,933250,""
49,391,195,648407,"Steaming"
48,16,181,659119,""
81,219,232,918854,"Freezing for 20 min"
10,211,290,720764,""
69,68,290,952301,"Freezing for 20 min"
7,34,83,750786,""
20,438,95,669807,"Freezing for 20 min"
37,180,62,997921,"70°C for 10 min"
75,110,110,677284,""
8,496,188,859329,""
56,433,42,770424,""
87,311,93,753624,""
55,435,226,792847,""
6,463,214,444778,""
52,55,184,771973,""
64,254,210,253326,""
34,364,137,792587,""
85,365,201,812622,""
15,263,99,475258,""
23,433,75,956505,""
17,303,195,591232,""
76,291,14,855140,""
94,150,256,544067,"20°C for 60 min"
86,322,201,880188,"Freezing for 20 min"
83,263,98,807976,""
44,269,141,573410,""
95,277,78,869362,""
12,495,263,428802,""
40,439,193,642059,""
75,413,279,740936,""
32,44,13,492147,"70°C for 10 min"
11,2,26,515686,"20°C for 60 min"
22,140,196,497437,""
45,156,239,437714,"Steaming"
15,131,179,821594,"50°C for 10 min"
35,496,33,705120,""
88,45,35,782181,""
74,453,36,146492,""
19,486,65,703949,""
97,234,64,933617,"Steaming"
13,8,138,281311,"50°C for 10 min"
53,418,140,250748,"70°C for 10 min"
88,39,289,740448,""
34,2,15,867007,"70°C for 10 min"
54,314,83,924553,"Steaming"
38,377,258,741852,""
3,88,109,843903,""
19,150,252,551834,""
49,302,59,600464,"50°C for 10 min"
44,413,258,412720,"70°C for 10 min"
71,442,68,458107,""
36,371,56,953770,"Freezing for 20 min"
24,254,130,803940,""
27,397,43,844452,"20°C for 60 min"
15,499,299,298187,""
95,32,6,773921,"20°C for 60 min"
19,222,173,484314,""
55,113,226,934677,""
29,386,121,548325,""
72,297,202,997910,"70°C for 10 min"
20,476,281,783783,""
24,388,190,619614,""
12,342,278,484161,""
3,414,197,522430,""
65,207,297,766663,"20°C for 60 min"
56,375,21,620630,""
7,172,67,618614,""
50,448,45,575520,"Steaming"
10,415,295,260345,""
30,157,234,934189,"70°C for 10 min"
65,495,261,840363,""
