"recipe_id","flavour_id","ingredient_id","quantity_grams","heat_process"
87,324,121,769295,""
67,46,225,465942,"50°C for 10 min"
82,190,159,293472,""
15,157,182,156342,"Steaming"
74,244,56,785976,""
81,5,38,826336,""
89,127,187,172791,""
6,170,18,530937,""
41,341,51,92968,"Steaming"
42,285,207,733353,""
23,238,68,632278,""
53,166,115,782173,""
6,488,236,159607,""
47,394,69,56725,"50°C for 10 min"
91,386,271,102905,""
82,483,110,863808,""
2,58,163,328979,"70°C for 10 min"
94,490,223,445847,"Freezing for 20 min"
78,433,191,558823,"Freezing for 20 min"
21,434,83,95734,""
64,87,53,341061,"Steaming"
30,182,269,432373,""
21,174,148,831360,"Freezing for 20 min"
81,385,278,834656,""
40,52,174,709595,""
96,274,257,977600,"50°C for 10 min"
43,243,93,286247,""
10,395,61,448833,"20°C for 60 min"
33,337,160,475128,""
95,365,167,972229,"50°C for 10 min"
34,276,193,983688,""
24,158,74,853294,"50°C for 10 min"
11,416,145,77744,"Freezing for 20 min"
70,354,295,939026,"20°C for 60 min"
7,290,220,819427,""
68,381,161,889191,""
71,317,14,379333,""
89,42,221,681488,"Steaming"
50,392,248,319550,""
30,57,194,769958,""
74,109,111,635529,"Steaming"
37,500,147,940796,"70°C for 10 min"
12,85,264,315247,"20°C for 60 min"
89,169,83,891777,""
41,293,154,748932,""
82,175,42,595894,""
86,265,266,423920,""
48,18,19,925100,""
96,405,54,355354,""
61,211,88,2731,""
77,343,155,30060,"50°C for 10 min"
90,208,185,222351,""
22,181,246,324799,"Steaming"
8,62,38,305550,""
23,238,137,833740,""
83,211,77,304169,"20°C for 60 min"
27,121,257,405426,""
78,126,171,565002,"Freezing for 20 min"
21,327,174,624588,""
80,262,279,138397,""
49,398,251,270370,""
47,127,86,647629,"Steaming"
88,65,187,113190,"Freezing for 20 min"
78,321,70,348450,""
88,412,229,647934,"70°C for 10 min"
22,120,5,136740,""
85,102,49,813667,"50°C for 10 min"
40,215,69,463486,""
21,373,299,496826,""
23,100,25,432281,""
63,99,263,752136,"20°C for 60 min"
17,367,117,521652,""
78,404,87,861687,"70°C for 10 min"
93,250,104,209885,""
98,270,104,795631,""
81,221,152,39444,""
99,171,119,626480,"Freezing for 20 min"
4,382,53,698639,""
49,299,4,979784,""
86,15,68,212326,"Steaming"
82,186,207,683167,""
19,224,185,27878,""
97,389,70,435326,"70°C for 10 min"
79,165,191,320328,""
87,167,36,813206,""
66,261,49,737743,""
17,148,287,182739,"Freezing for 20 min"
40,209,172,105682,"70°C for 10 min"
3,169,298,873260,""
39,433,68,872147,""
20,458,257,978241,""
74,269,156,380676,"Freezing for 20 min"
60,159,121,247566,"20°C for 60 min"
69,45,255,432922,""
10,22,124,587669,""
5,363,242,616150,""
9,424,60,459671,""
75,227,113,901405,""
40,224,63,841339,"70°C for 10 min"
43,311,277,753723,""
77,330,74,395668,"50°C for 10 min"
68,115,234,244339,"50°C for 10 min"
82,491,156,807037,"70°C for 10 min"
82,164,86,978027,"Steaming"
23,408,10,25524,""
65,11,180,616028,"20°C for 60 min"
54,224,23,112562,"Freezing for 20 min"
13,472,106,487236,""
56,282,56,225998,""
59,10,166,572830,""
96,4,211,868118,""
60,61,14,773908,""
62,253,139,627869,"70°C for 10 min"
88,366,86,643036,"Steaming"
96,153,236,734161,""
55,390,141,627472,""
93,90,272,783234,""
94,2,181,722336,""
42,460,262,578339,"70°C for 10 min"
63,234,111,198158,""
95,265,22,887972,""
27,360,106,728813,""
51,407,177,806183,""
53,379,67,757965,""
52,199,248,126831,""
55,308,260,92896,""
47,78,219,895187,"50°C for 10 min"
57,314,282,919830,""
22,474,15,398829,""
44,71,86,81131,""
35,204,48,647675,""
7,340,23,228922,""
79,407,284,844818,"70°C for 10 min"
56,35,266,196777,""
14,468,133,323273,"Steaming"
79,477,58,828907,"20°C for 60 min"
72,494,96,980721,""
50,493,2,638339,"20°C for 60 min"
21,493,84,789726,"Freezing for 20 min"
88,48,127,671944,"Freezing for 20 min"
38,478,53,406788,""
25,16,110,858086,""
72,228,152,944565,"Steaming"
28,147,278,820953,""
22,194,170,336517,""
77,419,202,696075,""
37,51,259,202881,""
12,172,297,812103,""
29,315,61,337788,""
48,15,27,707733,""
46,204,263,332428,""
58,27,77,823425,"20°C for 60 min"
18,54,146,499146,"70°C for 10 min"
22,165,65,378647,""
31,345,118,889313,""
5,380,151,181808,"70°C for 10 min"
35,202,77,557861,"70°C for 10 min"
7,480,219,205658,"50°C for 10 min"
16,275,224,812622,""
28,310,62,460419,""
51,434,265,967651,""
22,288,206,635147,""
57,281,234,751190,"Freezing for 20 min"
53,329,127,229286,"Steaming"
31,121,68,511894,"Freezing for 20 min"
57,233,276,910278,"70°C for 10 min"
43,400,118,859909,""
41,296,242,768494,"Freezing for 20 min"
30,497,203,578934,""
75,74,189,429031,"50°C for 10 min"
5,480,197,70328,""
38,239,81,584068,""
87,500,189,480194,"Freezing for 20 min"
38,457,245,471344,"Freezing for 20 min"
23,88,173,272705,""
97,348,150,569168,""
6,327,220,682632,""
12,256,272,635620,""
95,137,169,781342,""
45,174,221,244003,"50°C for 10 min"
91,388,29,130445,"50°C for 10 min"
100,460,172,961563,""
91,495,270,531036,""
40,457,194,285767,"20°C for 60 min"
8,500,224,700195,""
3,77,187,220840,"Freezing for 20 min"
17,1,231,358002,"20°C for 60 min"
26,466,211,649139,""
99,291,104,403709,"Freezing for 20 min"
77,405,286,844391,""
77,393,90,187271,""
48,274,294,282440,""
34,77,228,822433,""
24,242,66,381355,""
31,368,162,312775,""
95,263,177,742783,""
27,67,241,297287,""
4,17,264,226868,"70°C for 10 min"
94,315,222,31082,""
3,34,42,14656,"50°C for 10 min"
76,265,195,115997,""
44,451,142,481735,""
51,114,25,263599,"Freezing for 20 min"
44,451,42,936897,"70°C for 10 min"
94,351,156,415100,"Freezing for 20 min"
27,120,21,831854,""
1,85,178,497467,""
3,394,247,874588,""
56,324,248,806870,""
3,227,243,815735,"20°C for 60 min"
53,69,33,975533,"50°C for 10 min"
3,94,15,306013,"20°C for 60 min"
9,383,254,492371,""
35,197,81,462189,""
5,109,112,445702,"Steaming"
74,263,204,119385,""
43,90,45,29922,"Steaming"
76,176,123,258003,""
32,256,109,990540,"50°C for 10 min"
17,118,253,871887,""
67,386,131,381836,"Freezing for 20 min"
29,8,102,52818,""
70,363,225,104614,""
74,124,197,984131,""
74,326,282,664001,""
4,131,227,19119,"50°C for 10 min"
91,157,7,239676,"Freezing for 20 min"
57,301,152,60837,"Steaming"
10,369,146,662231,"70°C for 10 min"
99,469,296,469421,"Freezing for 20 min"
91,388,215,259689,"20°C for 60 min"
97,198,180,368759,""
17,349,48,835392,"Freezing for 20 min"
70,246,178,267715,""
58,238,76,268631,"70°C for 10 min"
27,332,155,115463,""
18,320,47,820370,""
61,337,193,457397,""
45,96,281,358582,""
21,198,2,513943,"50°C for 10 min"
49,453,245,70984,"70°C for 10 min"
51,185,182,328873,""
88,433,76,736420,""
49,75,31,135094,"Freezing for 20 min"
8,361,200,746872,""
16,45,296,295197,""
34,236,93,595459,"20°C for 60 min"
71,189,6,750004,""
52,470,64,233170,""
11,103,150,508911,"70°C for 10 min"
46,254,208,360458,""
99,495,192,489655,""
94,253,184,351440,"50°C for 10 min"
49,149,31,114172,"20°C for 60 min"
77,419,121,635101,"Freezing for 20 min"
49,125,8,695519,""
74,78,75,87189,""
84,500,122,502739,""
57,129,96,641075,""
89,323,141,255493,"70°C for 10 min"
54,301,9,870011,"Steaming"
99,68,94,681587,""
5,3,146,737732,""
48,278,6,789586,"Steaming"
87,232,71,198227,""
100,256,32,290375,"20°C for 60 min"
18,447,8,657862,""
82,356,147,80276,""
23,214,279,477539,"50°C for 10 min"
42,289,286,370819,""
28,304,213,523056,""
30,200,26,936102,""
98,428,121,283653,""
5,230,42,630806,""
1,307,92,603249,"50°C for 10 min"
98,325,292,801880,""
28,255,170,617737,""
13,460,171,947403,"Freezing for 20 min"
9,356,182,722366,"Steaming"
11,314,55,52292,""
87,445,97,350113,""
39,13,142,27420,""
31,497,74,173325,""
98,446,54,605305,""
49,263,210,73929,""
89,239,38,403107,""
11,273,212,491287,""
70,261,55,998184,""
17,380,164,949463,""
11,108,208,653534,""
55,367,78,618057,"70°C for 10 min"
37,205,223,666077,"Steaming"
1,449,62,638420,"Steaming"
97,75,218,387161,""
11,340,109,224739,""
69,373,183,786591,""
46,187,53,450363,""
46,478,238,344009,""
86,101,151,790207,""
6,373,206,844666,"20°C for 60 min"
100,19,249,4395,"Steaming"
80,156,287,545654,"Steaming"
65,386,286,277039,"20°C for 60 min"
88,119,244,287231,""
34,147,277,163361,""
99,216,171,521301,""
83,259,284,975311,""
45,320,256,518127,""
9,415,196,352951,""
12,191,120,528595,""
83,211,246,438232,""
58,276,189,25375,"Steaming"
4,392,279,596466,"70°C for 10 min"
12,252,236,559402,"50°C for 10 min"
5,177,52,834263,""
12,440,26,431461,""
76,89,199,211227,""
50,424,212,225189,""
89,366,202,686417,""
97,153,220,807129,"70°C for 10 min"
62,134,150,105209,"Steaming"
46,304,253,831955,""
75,139,73,93697,""
33,256,30,525162,"Freezing for 20 min"
10,400,245,982971,""
80,301,10,937768,"20°C for 60 min"
38,484,138,234985,""
20,134,33,5081,""
40,308,50,872620,""
40,44,113,446381,"Freezing for 20 min"
20,232,277,809479,"20°C for 60 min"
2,372,289,643036,""
66,10,12,910213,""
80,425,202,98251,""
45,489,294,509491,"20°C for 60 min"
55,200,247,630692,""
14,201,244,549698,"20°C for 60 min"
36,469,232,44678,""
59,239,209,635986,""
98,123,135,653717,""
70,140,176,927582,"Steaming"
72,352,91,766266,""
69,260,266,445099,""
78,148,41,628708,""
