"recipe_id","flavour_id","ingredient_id","quantity_grams","heat_process"
7,19,132,921707,""
82,307,247,895660,""
68,263,292,795502,""
3,424,170,168930,""
73,397,20,921854,""
15,382,62,196136,""
49,480,226,85358,""
28,74,141,177322,"20°C for 60 min"
22,211,257,689758,""
67,185,105,435524,""
86,432,177,5997,"70°C for 10 min"
99,472,65,100410,""
92,11,59,259892,""
91,401,121,354210,"Freezing for 20 min"
55,374,193,338074,""
86,379,5,256681,"50°C for 10 min"
45,63,211,379700,""
16,152,241,419800,"Steaming"
23,344,214,764160,""
53,31,152,688416,""
78,445,108,604286,"70°C for 10 min"
92,453,122,440666,""
50,148,24,171408,""
73,170,209,598572,"20°C for 60 min"
8,443,206,674744,"50°C for 10 min"
81,2,115,336700,""
38,372,215,212570,"Steaming"
24,213,221,739380,"20°C for 60 min"
69,216,69,951180,"Freezing for 20 min"
12,193,172,151367,"20°C for 60 min"
31,28,276,9705,""
73,471,16,866577,""
10,264,146,835861,""
12,4,247,620468,"Steaming"
84,102,205,860992,"Steaming"
78,291,193,496063,"20°C for 60 min"
19,179,11,296058,"70°C for 10 min"
42,115,186,989227,""
4,386,25,171265,""
18,243,133,133148,"Freezing for 20 min"
61,269,54,99861,"Steaming"
20,137,75,478714,""
40,162,130,486450,""
100,446,253,650391,"50°C for 10 min"
99,363,137,620682,""
19,439,102,175522,"70°C for 10 min"
15,493,154,765198,""
24,53,180,736618,"20°C for 60 min"
20,242,99,682594,""
33,296,239,136703,"20°C for 60 min"
47,210,258,199524,""
93,123,281,889984,""
11,484,59,193096,"Steaming"
42,254,229,869003,"20°C for 60 min"
80,323,230,832642,"Steaming"
52,12,216,297836,""
82,63,214,127151,"Steaming"
60,16,164,640335,""
69,307,131,697052,""
67,8,94,828117,""
85,204,18,448421,""
91,221,246,519501,""
1,487,77,650566,"Freezing for 20 min"
41,354,139,554688,""
11,13,54,916542,""
35,60,148,37918,""
78,142,211,435242,"70°C for 10 min"
6,419,183,695465,"20°C for 60 min"
64,108,60,129433,""
26,430,163,249832,""
51,107,269,510101,""
58,66,255,245956,""
76,333,278,858490,""
53,380,97,553108,""
51,332,233,499847,""
34,283,149,140182,""
3,277,44,289322,""
85,207,79,233894,""
