"recipe_id","flavour_id","ingredient_id","quantity_grams","heat_process"
15,293,276,652863,""
43,249,95,917633,""
40,390,6,112340,"Steaming"
67,269,245,343353,"50°C for 10 min"
45,314,111,263885,""
8,319,157,310699,"20°C for 60 min"
28,398,34,104561,""
45,401,197,255707,"Steaming"
61,317,35,582539,"20°C for 60 min"
60,417,87,859154,""
62,205,164,743866,""
81,454,157,605728,"Steaming"
7,369,220,939377,""
51,74,122,352501,""
11,249,67,212189,"20°C for 60 min"
44,222,34,778812,"20°C for 60 min"
8,483,283,722351,""
42,319,184,919662,""
79,180,263,743591,""
55,34,148,801392,"Freezing for 20 min"
34,380,214,182404,""
7,348,40,352791,""
22,225,178,838318,""
72,210,94,97374,""
76,122,206,335632,""
7,340,118,468704,""
81,139,52,276138,""
63,302,159,543884,""
22,182,97,292732,""
66,121,299,109161,""
93,348,208,223663,""
69,317,50,725983,""
5,242,191,250488,""
82,450,252,502045,""
12,404,195,658340,""
63,271,205,47180,""
78,110,205,56458,""
22,120,229,758789,"Steaming"
96,247,16,628853,""
90,243,4,783370,"Freezing for 20 min"
6,215,228,640686,"70°C for 10 min"
74,372,254,4105,"20°C for 60 min"
85,418,40,261990,""
4,253,156,827835,""
78,192,131,653168,""
74,385,292,561554,""
26,172,1,944947,""
10,370,59,26463,""
18,256,65,874306,"70°C for 10 min"
18,377,263,815247,""
36,4,272,921997,""
72,94,154,93445,""
71,189,61,439247,"70°C for 10 min"
32,148,193,536148,""
29,6,233,827866,""
2,86,236,93140,"70°C for 10 min"
66,34,132,894852,""
58,20,17,82132,""
49,249,283,516724,""
61,199,71,270744,"70°C for 10 min"
7,428,78,20409,""
41,304,89,25146,"20°C for 60 min"
60,322,291,630188,""
56,72,56,317871,"70°C for 10 min"
25,250,135,885727,"Steaming"
29,191,140,529297,"Steaming"
85,454,28,199471,""
17,224,285,941803,"Freezing for 20 min"
14,155,264,571503,""
76,394,41,46146,""
56,372,103,624542,""
77,75,56,444977,""
78,56,147,793411,""
47,93,41,119289,"Freezing for 20 min"
54,157,84,31998,""
84,108,3,285823,""
9,160,255,691071,""
34,31,241,962021,"Steaming"
64,468,51,625927,""
96,364,248,644714,"Steaming"
25,273,266,673950,"Freezing for 20 min"
63,46,255,775528,""
40,423,41,196030,""
59,426,27,848330,""
71,38,105,755531,""
53,174,161,951340,""
74,251,77,139259,"50°C for 10 min"
79,52,31,453997,""
24,293,32,791737,"Freezing for 20 min"
24,77,39,227665,"70°C for 10 min"
99,102,165,215271,""
89,470,183,850998,""
81,339,270,244049,""
76,67,270,199829,""
16,64,126,915337,""
85,93,164,881454,"Freezing for 20 min"
21,111,149,435440,"Freezing for 20 min"
32,461,104,586494,""
2,425,19,13319,""
89,15,98,108040,"70°C for 10 min"
2,274,46,424156,"70°C for 10 min"
2,140,73,126244,""
82,406,63,204014,"20°C for 60 min"
66,13,193,606842,""
76,314,130,481308,"Steaming"
13,12,288,808746,"70°C for 10 min"
10,188,158,522644,""
85,436,244,644669,"50°C for 10 min"
81,341,125,786743,""
14,207,212,791092,""
20,324,9,139015,""
8,34,250,891479,""
14,97,226,31158,""
55,167,91,71373,""
78,279,94,372864,""
76,147,261,217438,""
94,315,146,345459,"Freezing for 20 min"
32,371,208,232025,"70°C for 10 min"
68,331,219,903412,""
94,261,113,721138,"Steaming"
37,399,217,80521,""
32,499,248,606232,""
14,219,104,107903,""
34,441,76,693825,"20°C for 60 min"
71,119,180,988800,""
37,116,281,113159,"Steaming"
88,407,130,869217,""
59,151,19,933,""
65,277,184,769608,""
45,489,113,648605,""
32,491,86,980972,""
30,276,1,840440,""
24,238,65,530983,"Freezing for 20 min"
80,3,275,656158,""
25,415,49,783298,""
35,498,118,940536,""
82,243,32,929176,""
68,363,122,115524,"50°C for 10 min"
79,243,264,892212,""
22,350,159,521866,""
18,320,197,16525,"Steaming"
7,114,3,630621,"20°C for 60 min"
59,148,175,152466,""
76,224,78,277328,""
91,383,154,848999,"70°C for 10 min"
37,169,116,664375,""
1,329,44,351055,"20°C for 60 min"
39,277,76,475563,""
51,296,275,56091,"Steaming"
8,183,73,260155,""
84,372,149,942352,"Steaming"
21,259,8,652427,""
66,223,267,394440,"50°C for 10 min"
11,98,104,10117,"20°C for 60 min"
66,487,156,90256,""
14,380,274,685211,"Steaming"
16,79,23,185900,"Freezing for 20 min"
54,420,131,456223,""
93,433,190,576202,"Steaming"
100,8,285,169373,"70°C for 10 min"
46,220,221,23621,""
22,463,167,89050,"Freezing for 20 min"
62,404,272,187408,""
67,255,17,303051,""
36,416,111,200836,""
79,238,104,175323,""
10,369,158,677490,""
43,344,129,910538,""
56,297,230,40955,"20°C for 60 min"
76,148,123,473755,"Steaming"
52,351,160,902420,""
80,295,169,247040,""
97,230,24,171177,""
18,119,32,883591,""
51,4,160,585587,""
80,453,199,642242,""
4,485,67,971252,""
56,251,42,300072,""
68,272,270,695404,"Freezing for 20 min"
17,313,240,362045,""
73,265,52,752335,""
91,487,74,57411,"Freezing for 20 min"
24,250,183,961456,""
40,454,240,234299,"Freezing for 20 min"
9,472,169,689713,"20°C for 60 min"
99,362,214,735992,""
82,280,18,891668,"70°C for 10 min"
97,189,156,838120,""
34,41,136,635132,""
74,487,19,70795,""
95,180,63,439705,"20°C for 60 min"
44,10,200,625641,""
90,477,266,343842,"Freezing for 20 min"
25,374,65,57640,""
53,82,78,94887,""
57,416,70,110260,"70°C for 10 min"
23,475,198,263458,""
82,392,175,500549,""
67,255,209,885910,"Freezing for 20 min"
100,91,62,643429,""
42,100,175,609344,"50°C for 10 min"
33,391,279,611176,""
42,205,24,471207,""
32,323,197,483917,""
17,266,93,398094,"50°C for 10 min"
74,132,219,548874,""
82,166,52,134899,"Steaming"
78,399,66,957695,"20°C for 60 min"
4,49,188,861343,"50°C for 10 min"
69,108,233,605270,""
15,264,8,321957,""
87,251,151,622238,""
98,101,83,844818,"50°C for 10 min"
58,259,69,320702,""
91,483,195,132065,"20°C for 60 min"
77,500,7,997565,""
51,296,52,614288,""
3,297,130,191833,""
62,108,74,328857,""
54,219,194,586151,""
92,304,95,117523,""
12,45,225,819443,""
89,309,56,86437,""
99,428,122,363617,""
83,465,82,638176,"50°C for 10 min"
57,450,164,425934,""
22,170,77,392937,""
33,407,74,733406,""
46,157,165,954071,"Freezing for 20 min"
4,489,259,315704,"Steaming"
60,7,140,537140,""
89,230,48,809532,"Freezing for 20 min"
27,416,240,130051,""
98,301,95,391319,""
72,16,168,464294,"Steaming"
11,56,164,270004,"20°C for 60 min"
65,72,215,856277,""
56,179,120,237038,"Freezing for 20 min"
80,167,153,661728,""
54,480,217,570358,""
30,299,197,321655,""
14,244,189,438202,""
71,187,119,575310,"70°C for 10 min"
60,152,202,478714,"Freezing for 20 min"
95,131,68,368057,""
83,227,38,602585,"Freezing for 20 min"
78,209,78,965996,""
27,150,87,403206,"70°C for 10 min"
78,238,268,347107,""
37,146,150,913971,""
29,499,68,586388,""
42,92,289,383575,"20°C for 60 min"
88,220,26,107693,""
24,455,236,933838,"50°C for 10 min"
24,356,258,245361,""
42,117,95,758629,""
80,399,197,748230,"20°C for 60 min"
89,366,50,686115,"50°C for 10 min"
96,180,87,370483,""
86,219,36,465019,""
34,403,284,912598,"50°C for 10 min"
52,52,90,180428,""
40,469,233,107986,""
77,359,12,252695,""
96,247,7,511333,""
2,184,97,623802,"Steaming"
10,390,124,420036,"50°C for 10 min"
76,6,67,984085,"Steaming"
5,480,184,146912,""
91,166,92,462776,""
20,332,226,669342,""
59,239,279,868805,"50°C for 10 min"
63,307,199,328613,""
